title,thumbnails,description,viewCount_channel,subscriberCount_channel,viewCount_video,likeCount_video,class
Sorority sister stalked by killer before bludgeoning death - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/JPCYratP4SQ/hqdefault.jpg,"In this episode of Crime Watch Daily: A college student is brutally murdered by a suspect who may have additional victims. Plus, a ...",2771836192,5360000,593849,7309,crime
The murder of Alan and Carla Rutherford [True Crime Documentary],https://i.ytimg.com/vi/VpoD0IOc324/hqdefault.jpg,"In early July, 2018 a late-night house fire in the town of Dundas, Ontario claimed the lives of two retirees. Alan and Carla ...",36415992,232000,319062,12513,crime
Little Emily’s Mysterious Disappearance: What Happened? | Exhibit A | Real Crime,https://i.ytimg.com/vi/xum5LWFdANw/hqdefault.jpg,"""Exhibit A"" quadruple episode: Ep 1 - A three and a half-year-old child is reported missing. After a 20-day search, her body is ...",330171310,1490000,211242,3820,crime
एक Women Gang के Crimes ने किया Police Officers को भी हैरान | Crime Patrol | Inspector Series,https://i.ytimg.com/vi/PoPmJl28clM/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 A ...,159027229648,168000000,108394,803,crime
Depois do Crime: LOS SuperCleber e FX Fuuu | 5º Episódio - 2024 | com Mylon e Duds,https://i.ytimg.com/vi/vLdaGC9jemU/hqdefault.jpg,Quer ficar por dentro de todas as novidades do LOL e do Ilha das Lendas? Acesse: https://bit.ly/baiano-novidades ENTRE NO ...,109035402,187000,61199,5401,crime
Prime Crime: A Snake in Sheep&#39;s Clothing — The Disturbing Death of Ben Renick,https://i.ytimg.com/vi/-JJJOh0j6Zc/hqdefault.jpg,Famous snake breeder Ben Renick was found face down in a pool of blood at his exotic reptile farm in Missouri by his wife in June ...,3570966370,5630000,510621,7430,crime
When a Vengeful Killer Refused to be Caught...,https://i.ytimg.com/vi/xHDs0mrBcdY/hqdefault.jpg,"When student Lilie James turned Paul Thijssen down after a secret five-week relationship, she expected things to end there. Sadly ...",301775114,1920000,396268,23108,crime
Faking An Injury To Get Away With Murder,https://i.ytimg.com/vi/xVxfI7Wv4Rg/hqdefault.jpg,"In this JCS inspired true crime documentary, we dive into a very long and twisted case that involves a man faking an injury as a ...",46780479,294000,745630,14111,crime
Father of five shot in Walgreens parking lot by mistress&#39;s husband - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/WR3dQnvQ8l0/hqdefault.jpg,In this episode of Crime Watch Daily: A love triangle reaches its fatal conclusion in a Walgreens parking lot when a vengeful ...,2771836192,5360000,711909,10546,crime
L&#39;OMERTA autour du meurtre du berger de Castellar,https://i.ytimg.com/vi/kHfmFdGOdD0/hqdefault.jpg,"""Le mystère de Castellar"" / Le 17 août 1991, Pierre Leschiera, un berger de 33 ans, est abattu au détour d'un chemin forestier sur ...",77981319,402000,21572,347,crime
Law&Crime Network,https://yt3.ggpht.com/nA38tmAxC5m1h7gt9J4nEZd28MQkRUb79HnVy0rj_DvPdcQ6cOWCW46Mf3KGXies-kaZOfVT=s800-c-k-c0xffffffff-no-rj-mo,"Law & Crime is the leading multi-platform network that covers live court video, high-profile criminal trials, crazy crime, celebrity ...",3570966370,5630000,,,crime
L&#39;OMERTA autour du meurtre du berger de Castellar,https://i.ytimg.com/vi/kHfmFdGOdD0/hqdefault.jpg,"""Le mystère de Castellar"" / Le 17 août 1991, Pierre Leschiera, un berger de 33 ans, est abattu au détour d'un chemin forestier sur ...",77981319,402000,21572,347,crime
Family seeks answers after teen vanishes amid fight with boyfriend - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/_QK6RfakBHc/hqdefault.jpg,"In this episode of Crime Watch Daily: A family's worst nightmare, teen Roxanne Paltauf went missing, she disappeared without a ...",2771836192,5360000,317081,5679,crime
Mastikhor Sabjiwala | Crime Files - FULL EPISODE | नई कहानी | Ravi Kishan | Ishara TV,https://i.ytimg.com/vi/UAsvYs7uW9M/hqdefault.jpg,"Dekhiye Crime Files ka latest episode ab Ishara par. Subscribe to Ishara: http://bit.ly/IsharaChannel Do LIKE, SHARE and ...",175525691,638000,840474,4730,crime
Prime Crime: Air Force Major Found Dead in Pool of Blood at His Ohio Home,https://i.ytimg.com/vi/WXt901oSjJk/hqdefault.jpg,"Air Force Major Karl Hoerig and his wife, Claudia Hoerig, appeared to be living a simple life and enjoying a happy marriage.",3570966370,5630000,192660,2043,crime
True Crime Fan Committed A Murder &quot;Out of Curiosity&quot;,https://i.ytimg.com/vi/afCAs2iWD70/hqdefault.jpg,Rotten Mango Merch: https://fanjoy.co/collections/stephanie-soo Full Show Notes: http://rottenmangopodcast.com WHERE ELSE ...,288987198,2120000,3556803,112771,crime
"AM4NTE, ST4LKER E M0RT4L - ATÉ ONDE VAI A L0UCA PAIXÃO? - NETFLIX - CRIME S/A",https://i.ytimg.com/vi/aAxp7hPMwXQ/hqdefault.jpg,"Confira a história de Dave Kroupa, que após a separ4ção da esposa, resolveu engatar vários casos com mulheres pela Internet, ...",163719892,1020000,110070,13110,crime
Nonso Amadi - No Crime (Official Video),https://i.ytimg.com/vi/lSsyZHcasmk/hqdefault.jpg,Available on streaming platforms https://fanlink.to/TgW Connect with Nonso Amadi: Twitter: https://twitter.com/Nonso_A Instagram: ...,46155389,129000,2070988,29428,crime
No Guidnce - Is It A Crime? [Lyric Video],https://i.ytimg.com/vi/0O9UAv5aZdY/hqdefault.jpg,No Guidnce - Is It A Crime? [Lyric Video] Subscribe for more: @noguidnce NO GUIDNCE 2 THE ≈ Website: ...,5347074,55300,103215,3354,crime
Prime Crime: The YouTuber Who Plotted Her Husband’s Kidnapping and Murder,https://i.ytimg.com/vi/fndv7KaFajw/hqdefault.jpg,"Police responded to a Texas home in 2015 after a woman claimed three men broke into her home, tied her up, and attacked her ...",3570966370,5630000,243581,3911,crime
Jade Janks and the Secret Photos | Full Episode,https://i.ytimg.com/vi/rmXWb8ouzAY/hqdefault.jpg,"A woman discovers explicit photos of herself on her stepfather's computer. Soon after, he's found dead. Jade is a likely suspect, ...",390818667,1230000,2230115,22209,crime
BLOODIE - CRIME / WE DIFFERENT (Official Video),https://i.ytimg.com/vi/J8qujRigKNI/hqdefault.jpg,BLOODIE - CRIME / WE DIFFERENT (Official Video) Follow BLOODIE on IG - https://www.instagram.com/bloodiefrmdao/ ...,11390967,49000,302848,6134,crime
The Most TWISTED Case You&#39;ve Ever Heard | Documentary,https://i.ytimg.com/vi/0-al3Qwvruc/hqdefault.jpg,"In today's true crime documentary, we're covering the case of Scott Nelson and analyzing it from an educational psychological ...",137160985,903000,3349717,48151,crime
Prime Crime: Babysitter Turned Killer | The Murder of Hannah Wesche,https://i.ytimg.com/vi/QZI5yQPGHT0/hqdefault.jpg,"In March of 2018, Ohio police responded to the home of Lindsay Partin to find the three-year-old she was babysitting in severe ...",3570966370,5630000,197635,2752,crime
Former FBI Agent Explains Criminal Profiling | Tradecraft | WIRED,https://i.ytimg.com/vi/LHqbfJ3tq4Y/hqdefault.jpg,"According to Jim Clemente, retired FBI behavioral analyst and criminal profiler, when it comes to the ""nature vs. nurture"" debate, ...",3934041144,10900000,4555515,130580,crime
The Brutal Murder Of The Chohan Family | Real Stories True Crime Documentary,https://i.ytimg.com/vi/xSkSFcOcd_U/hqdefault.jpg,"Mr Chohan had a successful business worth £5m. Kenneth Regan was known as Captain Cash from his drug dealing days, and ...",1165519493,6220000,8192864,43628,crime
Culprit के छोड़े एक Cryptic Message का क्या है Meaning? | Crime Patrol | Inspector Series,https://i.ytimg.com/vi/yGt6-CT_9gU/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 A ...,159027229648,168000000,69349,469,crime
Stripper murders new husband on home security video - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/qiwyVt_aCYg/hqdefault.jpg,In this episode of Crime Watch Daily: A divorced dad's tumultuous new relationship with a stripper turns deadly.,2771836192,5360000,2509539,25329,crime
Military pilot leads secret life as stalking predator and murderer - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/uQL55wPslmM/hqdefault.jpg,In this episode of Crime Watch Daily: Russell Williams was a well-respected military pilot until a series of murders and dozens of ...,2771836192,5360000,762370,12553,crime
"Intoxicated murderer visits crime scene, talks to police in UK",https://i.ytimg.com/vi/rLUqYvZL068/hqdefault.jpg,"You're going to think about me, but it's not gonna be me.” A heavily intoxicated man — who returned to the scene where he ...",1187561681,5500000,15968286,391110,crime
County Durham crime group jailed for 94 years after &#39;weekend of terror&#39; #crime #uk #countydurham,https://i.ytimg.com/vi/naOiaX3EJH4/hqdefault.jpg,,1125423926,1750000,603505,6809,crime
Guerra de gangues: como o crime saiu do controle na Suécia,https://i.ytimg.com/vi/7atB_ey1NsI/hqdefault.jpg,O governo da Suécia convocou o exército para ajudar no combate à violência desenfreada das gangues nas cidades - uma ...,151000900,784000,211519,10002,crime
"Crimes Of The Week Int&#39;l: Feb 9, 2024 | Woman Disappears In Spain &amp; MORE World Crime News",https://i.ytimg.com/vi/IqvkekNgGUo/hqdefault.jpg,"Want even more Crimes of the Week International? Join our Patreon to instantly get access to 4 MORE stories from this week, ...",55438865,359000,21099,2185,crime
The Wamsley family murders [True Crime Documentary],https://i.ytimg.com/vi/ZfyK2wOiqnM/hqdefault.jpg,"It was nearly Christmastime in the quiet suburb of Mansfield, Texas when police responded to an open line 911 call. It was a ...",36415992,232000,598465,11932,crime
True Crime Arizona: The Forgotten,https://i.ytimg.com/vi/-G4reL4tu-M/hqdefault.jpg,"Native women in Arizona are disappearing at staggering rates, yet the media coverage their cases have received doesn't ...",190137911,251000,445570,6256,crime
FULL EPISODE - 407 | Gareebi ka faayeda | Savdhaan India Ek Awaaz | | सावधान इंडिया | #savdhaanindia,https://i.ytimg.com/vi/_bvTZ-yT6dU/hqdefault.jpg,Click here to Subscribe Savdhaan India https://www.youtube.com/channel/UCGr4... ▻Click here to Subscribe Star Bharat ...,74801868,218000,211424,1910,crime
Massacre Near Disney World: Todt Family Murders Case (Prime Crime),https://i.ytimg.com/vi/p4-QxEgp8fg/hqdefault.jpg,"On this episode of ""Prime Crime with Jesse Weber,"" he takes us through the bizarre case of Anthony Todt, a physical therapist ...",3570966370,5630000,1584022,22252,crime
7-anyos na bata sa Leyte natagpuang wala nang buhay sa damuhan! (Full episode) | Pinoy Crime Stories,https://i.ytimg.com/vi/6mi5Jfhcqnc/hqdefault.jpg,"Aired (January 27, 2024): Patay na nang matagpuan sa bulubunduking parte ng Barangay Palid Uno sa Leyte ang pitong taong ...",12664021336,22500000,1079111,7004,crime
Woman disappears after announcing pregnancy - Crime Watch Daily Full Episode,https://i.ytimg.com/vi/_pq07nqtTLE/hqdefault.jpg,"In this episode of Crime Watch Daily: A woman disappears shortly after announcing her pregnancy. Plus, Chris Hansen catches ...",2771836192,5360000,185999,4039,crime
Ashley McArthur: Crime Scene Investigator Crafts the &quot;Perfect&quot; Murder? | Prime Crime | A&amp;E,https://i.ytimg.com/vi/k1mGe6WEzvM/hqdefault.jpg,"A private investigator vanishes and attention turns to a crime scene investigator, who may have committed the “perfect” murder.",6714231893,10300000,330795,3384,crime
Poli Genova - If Love Was A Crime - 🇧🇬 Bulgaria - Official Music Video - Eurovision 2016,https://i.ytimg.com/vi/yKsNfccUTuk/hqdefault.jpg,Add or Download the song to your own playlist: https://ESC2016.lnk.to/Eurovision2016QV Download the karaoke version here: ...,7306807756,5660000,15383405,113742,crime
EP1581: Follow Up | EP:6 सवा तीन साल तक क़ैद में था कंकाल क्योंकि पुलिस DNA सैंपल लेना ही भूल गई थी,https://i.ytimg.com/vi/i9lhhsKWfxY/hqdefault.jpg,विदेश से आई क्राइम की कहानी को इंग्लिश में सुनें सिर्फ़ Crime Tak International ...,3829779102,8860000,318658,8062,crime
How Heroin Smuggling Actually Works | How Crime Works | Insider,https://i.ytimg.com/vi/R0fT6nkvoP4/hqdefault.jpg,David McMillan is a British Australian former drug smuggler. He was arrested several times between the early '80s and 2012 for ...,4996188907,8520000,2404483,43440,crime
Prime Crime: The Drug Planting Scandal That Shocked the Nation,https://i.ytimg.com/vi/6A5fCN4I8Qw/hqdefault.jpg,More than a dozen Florida citizens were stunned when drugs were found in their vehicles during traffic stops between 2016 and ...,3570966370,5630000,3190557,40614,crime
Cherish Perrywinkle: Unspeakable Crime Caught on Tape | Prime Crime | A&amp;E,https://i.ytimg.com/vi/w9uDDFDZBkA/hqdefault.jpg,The chilling kidnapping caught on tape that turns into another unspeakable crime. #PrimeCrime Subscribe to the Law&Crime ...,6714231893,10300000,2028174,24872,crime
"No officers will be charged, per police investigation. #crime #breakingnews #dearborn #michigan",https://i.ytimg.com/vi/2q0jZyBfw8s/hqdefault.jpg,See the full story here: ...,596819274,603000,17935328,,crime
Sade - Is It A Crime (Lovers Live),https://i.ytimg.com/vi/J2C96ybYWJ8/hqdefault.jpg,Sade – Is It A Crime (Lovers Live) Listen on Spotify -http://smarturl.it/Sade_TopTracks Listen on Apple Music ...,1343713307,510000,2473273,23438,crime
Delhi Crime | Official Trailer [HD] | Netflix,https://i.ytimg.com/vi/jNuKwlKJx2E/hqdefault.jpg,"In 2012, a heinous crime enraged a whole country. Based on the case files of the Delhi Police, the story follows the unfailing ...",8096297850,27800000,5005441,60375,crime
Her Babysitter Left Her with a Monster: Tragic Story of Felecia Williams (Prime Crime),https://i.ytimg.com/vi/qGmyGLWAh60/hqdefault.jpg,"On this episode of ""Prime Crime with Jesse Weber,"" he takes us through the heartbreaking story of Felecia Williams.",3570966370,5630000,996212,18967,crime
The strange murder of Steven Cozzi [True Crime Documentary],https://i.ytimg.com/vi/NhtJwhBsK2o/hqdefault.jpg,"It was an otherwise uneventful Tuesday morning in Largo, Florida in March 2023, when lawyer Steven Cozzi left his desk to take a ...",36415992,232000,452317,10971,crime
No Guidnce - Is It A Crime (Unplugged),https://i.ytimg.com/vi/T4ZafxoFm8w/hqdefault.jpg,Subscribe for more: @NoGuidnce NO GUIDNCE 2 THE ≈ Website: https://noguidnce.com/ ≈ Discord: ...,5347074,55300,33339,1848,crime
The murder of Jared Bridegan [True Crime documentary],https://i.ytimg.com/vi/P-UaZ4_9sys/hqdefault.jpg,"After dropping off his twins at their mother's house, Jared Bridegan was driving home when he came upon an obstruction on the ...",36415992,232000,399615,9321,crime
How Bank Robberies Actually Work | How Crime Works | Insider,https://i.ytimg.com/vi/NhuYiozj2Eg/hqdefault.jpg,"Former bank robber Cain Vincent Dyer speaks to Insider about his experience, and how bank robberies work. Dyer served in the ...",4996188907,8520000,4861235,94425,crime
Sold by Her Mother | The Heartbreaking Story of Kamarie Holland (True Crime Documentary),https://i.ytimg.com/vi/Jqj2770kI44/hqdefault.jpg,Kamarie Holland was 5 years old when she was reported missing by her mother Kristy Siple (Kristy Hoskins). The next 24 hours ...,3570966370,5630000,3968644,86505,crime
La diabolique d&#39;Antibes : une famille au service du crime,https://i.ytimg.com/vi/gnRnBi7mJEo/hqdefault.jpg,"1er novembre 1992, Eric de Vriendt est victime d'un accident de la route alors qu'il circule à vélo. Hospitalisé dans un état grave, ...",163929290,666000,625718,5095,crime
Mysterious Small Town Double Homicide: Who Killed the Farmer and His Wife? | Real Crime,https://i.ytimg.com/vi/YQTWbrhcAfU/hqdefault.jpg,Vancouver homicide sergeant Lisa Stuart reveals how a clever undercover operation helped her snare the violent murderer of a ...,330171310,1490000,844339,9083,crime
"She Screamed Her Ex&#39;s Name, He Ripped Her Guts Out (True Crime Documentary)",https://i.ytimg.com/vi/WdtirOaOF-o/hqdefault.jpg,"In 2015, Fidel Lopez called 911 to obtain help for his unbreathing and unconscious girlfriend Maria Nemeth. But in this true-crime ...",3570966370,5630000,6316937,85916,crime
Crime in 2032,https://i.ytimg.com/vi/OHvcMPP17_A/hqdefault.jpg,the future #couplegoals #funny.,5670135295,6520000,34793214,2503338,crime
The Almost Perfect Murder (True Crime Documentary) | Real Stories,https://i.ytimg.com/vi/AdB6aYXVO-A/hqdefault.jpg,A series of coincidences lead to the unravelling of a string of deceptions by a conman and murderer. Want to watch more ...,1165519493,6220000,13842938,59179,crime
Grey - Crime (feat. SKOTT) (Official Music Video),https://i.ytimg.com/vi/tq_GrSyocUU/hqdefault.jpg,FOLLOW OUR INSTAGRAM ▻ https://www.instagram.com/greymusic Grey - Crime (feat. SKOTT) (Official Music Video) we really ...,20337805,106000,512939,13617,crime
